answer_id,document_id,question_id,text,answer_start,answer_end,answer_category,question,file_name,context
658045,1281129,613380,in an unknown world,2231,2250,,Where did the narrator go after dying?,,"his long time ago. It didn't hurt a bit. While I was enjoying my new freedom, it happened. Yes, dear reader, it happened. The moment where you fall into heaven or hell depending on whether you were a good use in the physical world or not. But I did not land on any of those places. Instead, I landed in an unknown world, dark, cold, and steady eyes staring at me. Dear reader, if I had a physical body, I might have pissed myself.The landing didn't hurt one bit. More of a feeling of landing on fluffy clouds. Not that I know how clouds feel like, I'm just assuming. The atmosphere was very cold and the setting was ver"
658046,1281129,613381,These creatures were my emotions,3392,3424,,Who were the people in the unknown world?,,"they had different expressions. And even though they looked human, they had wings. I cannot explain the characteristics of the wing because I dont think there is a word for it. I could point out several of their expressions. Such as anger, disgust, joy, sadness, and shock. Thats when it came to me. These creatures were my emotions. But you may ask, ""if theyre just emotions, how can they destroy or create?"" Dear reader, I am very glad that you asked. I said destroy because there were emotions that horrified me such as greed, lust, envy, indignation, and shame. Those feelings and emotions destroyed me because of those, I had l"
658010,1281127,613345,playing my game ,232,248,,What does the narrator like to do instead of going to bed?,,"Time for bed! I heard from downstairs, while playing Minecraft. Oh boy, not again, I could hear my mom calling me. She does that every single night before I go to bed. How annoying! Well, I know she cares at least, but Id rather be playing my game than go to bed. Knock, knock, knock I hear on my bedroom door. Honey, can I come in? my mom says. I say, Okay, Ma, thats what Ive called her ever since I could talk. She brings me water and a banana with peanut butter for my bedtime snack. She still doesnt understand that I hate bananas, so I eat a "
658047,1281239,613382,"It made me realize that its not about picking multiple different hobbies in a day to work for. Its all about how we manage to do & how we pay attention in aspiring for the job we do,Loving what we do is the real love we receive as a result no matter what kind of hobby it is",4536,4810,,What did the speaker realize from exploring her past?,,"at i figured out are completely waste. They are not at least the proper reasons one can figure out.They are no way valid in showcasing to myself that I am actually busy & thats the reason why I didnt initiate the other few which I thought of. This way of exploring my past made me stuck for a while. It made me realize that its not about picking multiple different hobbies in a day to work for. Its all about how we manage to do & how we pay attention in aspiring for the job we do,Loving what we do is the real love we receive as a result no matter what kind of hobby it is.Also understood that need to stick to whatever hobby we choose,explore all the ways of getting succeeded in it. From then,I decided to overcome all the above mentioned tasks & start working on my paths.The new learning that i inculcated is :Its all about the way you organize things,the way you sche"
658048,1281129,613383," I got a rope, tied it to a lamppost and my neck. And I jumped.",1652,1715,,How did the narrator die?,,"nto a police men. You see, in my country, politicians are very corrupt. So I got a fine for bumping into a police man. How ridiculous. I went to work late as usual. My boss got tired of me getting late so he fired me that day. Now jobless, going to be homeless, I decided that my life isn't worth it. I got a rope, tied it to a lamppost and my neck. And I jumped. And my body dangling like a door bell, it was a funny sight... wait.. I could see my body?Here, with my consciousness, I see myself dangling like some ornament for Christmas. Was I dead? If I was, I should've done this long time ago. It didn't hurt a bit. While I was enjoying my new freedom, it hap"
658049,1281129,613384,50 birthdays,4955,4967,,How much time did the narrator spend in the unknown world?,,"oughts and emotions. So there is a time of peace for some time and a time of war at others. But it is much better than when I arrived. There is no clock or calendar here in this dark world. So I cannot tell you how many days, months, or years have passed. But if I was to guess, I have passed around 50 birthdays. But I dont feel old or young.I know most of you readers will not believe in me. How can one fall into a pit of darkness? How can one see their inner demons? That my reader, you must find out by yourself. ""You want us to kill ourselves?"" Noooo... I do not mean that dear reader. I mean find out till"
658050,1281129,613385,1000+ centuries,6040,6055,,How much time did the narrator spend in the unknown world?,,"of light. Maybe there is a way to escape this hellish place. I am tired of groaning in pain and then feeling good in a spilt second. It is very tiring. I have tried to make peace with these creatures, but they dont like each other. So Im stuck with them for the rest of eternity.I have spent roughly 1000+ centuries in this place. I can see the light very clearly now. It is still out of reach. While I have found peace with these creatures, I will escape the very chance I have. This is my story readers. Wish me luck."
658051,1281130,613386,No horse,508,516,,Why did Gloria leave the Hole?,," was with a horse named Jack and they had met on Mating Call, an app where animals swipe up or down based on potential suitors photos. Cautiously, she opened the door of the bar and poked her black nose and snout into the establishment. She saw a giraffe, a cobra, a macaw, an opossum, and a donkey. No horse - she left. There once was an emu named Emilia. She also had an internet date from Mating Call at The Watering Hole. She stalked through the restaurant-slash-bar looking for her horse named Jack. Her head and lengthy neck led her body, moving with a bob through the tables. She didnt find a horse; s"
658011,1281127,613346,bananas,528,535,,"Out of the items that Ma brings, what does the narrator not like?",," be playing my game than go to bed. Knock, knock, knock I hear on my bedroom door. Honey, can I come in? my mom says. I say, Okay, Ma, thats what Ive called her ever since I could talk. She brings me water and a banana with peanut butter for my bedtime snack. She still doesnt understand that I hate bananas, so I eat a piece of it and leave the rest on the plate. She tells me to turn off my game every night too. She just doesnt understand. Oh well, I guess I better get to bed since its like midnight. I hear, Johnny, go to bed right now! She hates when Im up late. Shed rather I read a book in bed first"
658052,1281130,613387,Gloria,33,39,,Who left the Hole because they got stood up?,,"There once was a groundhog named Gloria. She had an internet date over lunch at The Watering Hole, the hippest drinks establishment in town. Most animals had to wait in line to get a sip at the Hole. Her date was with a horse named Jack and they had met on Mating Call, an app where animals swipe up or down based on potential suitors phot"
658089,1281179,613424,"Shaving half of the forest, burning innocent creatures, and ruling the world as if they own it",2464,2558,,What did the humans do on earth?,,"un won't talk to me anymore?"" ""Protect us from what, missy?"" Passiflora whispered. My heavy eyelids dropped and my smile vanished as I mention their name, ""Humans."" ""Oh, dewdrop, you are always protecting us,"" Passiflora reminded. ""But it is not enough. When I flew above the sky, all I see is them! Shaving half of the forest, burning innocent creatures, and ruling the world as if they own it!"" ""Calm down, Spring..."" Floreta told me. ""Humans are bound to be our greatest enemies, we can't alter that..."" Kapok tree expressed in a thick and low voice. ""But not all of them, Mister Kapok..."" Yellow Orchid, with her gentle attitude, opposed Kapok's bitter statement. ""Hmmm... Just like how the"
658053,1281130,613388,start off with a lie,1249,1269,,Why did Emilia not sit down with Jack in the beginning?,,"ering hairs of brown and only ten hands tall. He had a smirk to his white mouth and a foreleg looped around the back of his chair. His causal lean highlighted his portly belly. Youre not a horse. But I am Jack, the donkey brayed. Emilia did not sit down. Why should I give you the time of day if you start off with a lie? Ill pay for your food. Emilia sat down. What do you do? Jack asked. She told him that she worked in investment banking. She told him that she worked very long hours, so it was nice to get a break from the office and go on a date. She asked him what he did. Jack swirled his midday jack and coke. He"
658054,1281130,613389, pay for your food,1274,1292,,Why did Emilia sit down with Jack in the end?,,"only ten hands tall. He had a smirk to his white mouth and a foreleg looped around the back of his chair. His causal lean highlighted his portly belly. Youre not a horse. But I am Jack, the donkey brayed. Emilia did not sit down. Why should I give you the time of day if you start off with a lie? Ill pay for your food. Emilia sat down. What do you do? Jack asked. She told him that she worked in investment banking. She told him that she worked very long hours, so it was nice to get a break from the office and go on a date. She asked him what he did. Jack swirled his midday jack and coke. He had ordered it by tell"
658055,1281130,613390,Animals tend to undervalue donkeys due to species prejudice,2358,2417,,Why did Jack say he was a horse on his profile?,,"eeks, tracking down this guy whos leading an illegal turtle racing ring. It would be amazing to have someone show me the sights while Im here. Jack lifted his jack and coke between his two hooves and took a sip. Her feathers were ruffled and puffed. Why did you say you were a horse on your profile? Animals tend to undervalue donkeys due to species prejudice. I mean, can you imagine the hits you would get if you said you were an ostrich instead of an emu? When animals think of an ostrich, they think of show girls. When animals think of a horse, they think of a stallion. Emilias feathers went full puff. She doubled in size. Excuse me?! An emu is a respe"
658056,1281130,613391,"Emilias feathers went full puff. She doubled in size. Excuse me?! An emu is a respectable, regal bird. I would never pretend I am an ostrich. They are harlots.",2634,2793,,Why did Emilia leave?,," horse on your profile? Animals tend to undervalue donkeys due to species prejudice. I mean, can you imagine the hits you would get if you said you were an ostrich instead of an emu? When animals think of an ostrich, they think of show girls. When animals think of a horse, they think of a stallion. Emilias feathers went full puff. She doubled in size. Excuse me?! An emu is a respectable, regal bird. I would never pretend I am an ostrich. They are harlots. She stood up and left The Watering Hole before her  had arrived. There once was an iguana named Indie. When she entered The Watering Hole, she was fifteen feet long instead of three. Her scales were a deep emerald green instead of pale chalk. She had no beard, no oblong spikes along her crest. Inst"
658012,1281127,613347,Shakespeare,1041,1052,,Which author's stories are given as part of English homework?,,"Johnny, go to bed right now! She hates when Im up late. Shed rather I read a book in bed first, she always says it will help me to go to sleep. Read a book? No one reads books anymore, do they? Well, I guess for school Ill have to, how boring! I better check my English homework, Im supposed to read Shakespeare. Can you believe? Im in Grade 10 and Im only allowed to use my phone for emergencies! So, no I dont have my phone with me before bed and its so difficult for me to sleep, but apparently the phone before bedtime is bad for you. Something to do with the blue lights; at least thats what my Ma tells me"
658057,1281240,613392,a bowl of supple someting quick ,280,312,,What did piper decide to cook after thumbing the recipe book?,,"What along day piper said to herself,Huhu.. Im finally home time to make dinner;what should i cook piper thought to herself while standing in her kitchen, and thumbing through her recipe book what to fixed she thought when her eyes stops thumbing throught the pages maje her self a bowl of supple someting quick snd simple she though as she closes the book.Well that was filling now... She pausesI'll do the dishes in the morning after all tomorrow is the weekend and dont have to get up early as piper gets ready to leave the room she rinsed off the dishes and puts them away the turns around and leave the room"
658058,1281130,613393, someone to show you around,4037,4064,,What did Jack want from the Mating Call app?,,"ut of the corners of their eyes, fur or feathers spiked. Jack gave his laugh, like a foghorn with its hees and haws. Same thing happened to me with the horse thing! So what do you do, Jack? Im an investigator for the Animal Relations Board and only in town for the next couple of weeks.  And you need someone to show you around? Exactly. It was a little awkward after his order of a hay salad, she ordered rare chevaline. She shrugged her left shoulder and said, Well, you aint a horse, so figured I didnt need to hold back. Besides that, the conversation was good. Both of them had spent some time in the South and talked a me"
658059,1281240,613394,in a meadow;What.. Where am i this place is beauitful look at these flower fields,1031,1112,,Where did piper find herself after two hours of asleep?,,"just yet so ill get a little reading in to help me go to sleep. Piper looks over at the clock and yawns while its 3:04 a.m. i guess it time for bed as she turn out the light and places the book on the bed right next to her, before closing her eyes to go to sleep. Two hours later piper finds hersekf in a meadow;What.. Where am i this place is beauitful look at these flower fieldsThe pine trees wow sone much beauty the smell so relaxing and peacful just so...piper hears a faint ring..ring.. She opens her eyes to find her self looking at the window and rounds over and looks at her alarm clock and yawns andReached up to the celiling and gets out and looks out her window, and f"
658060,1281240,613395,came over to take her on a road turn for the weekend the girls and i talked about going to the lake and sunbath besides swimming ,1592,1721,,Why did piper's friend come over to her home?,,"s over and looks at her alarm clock and yawns andReached up to the celiling and gets out and looks out her window, and fine herDaydreaming before hearing ring..rings again snaps back and realized her doorbell was ringing. Runs down stairs to answer the door. And saids good morning to her friend who came over to take her on a road turn for the weekend the girls and i talked about going to the lake and sunbath besides swimming did you want to come her friend asked? Well Piper. Said i just got up and i hsvibg had breakfest yet, that ok her friend said he has snakes to eat whike we head out on our road tip ok..ok.. Ill go but not in my nightgown let me get dressed; please will you come in for a few mintues so i can change f"
658014,1281127,613349,Crash,1802,1807,,What did Johnny dream about?,,"I just lay here and cannot get to sleep. Then I hear from downstair, Just close your eyes, Johnny! So weird, like how does she even know when shes downstairs? She says she knows I cant sleep. I guess she is right again, because I finally close my eyes and am in LaLa Land.Watch out Ma! Screeeeeech!! Crash. I wake up sweating from head to toe. Screaming and crying. My Ma runs into my bedroom. She says, Whats wrong? Are you okay honey? Ma, Ma Im crying uncontrollably. Ma, I had a terrible dream! Youre okay. Dont be silly, Johnny. But Ma, we crashed! Please dont drive ever again. Please, please! Ma say"
658061,1281240,613396,three inpatient ladies inside honking the horn for there friends to walk faster,2566,2645,,What did the parker notice when she walked to her car parked by the side of the road?,,know how to fish to be honest as she stands up and heads to the door. Well piper said i would love to teach you and our friends how to fish its really not that hard ill show you when we get there. Piper said as she locked her house door. And heads towards the car parked by the side of the road with three inpatient ladies inside honking the horn for there friends to walk faster. Finally you get here i mean in tbe car so we can start our road tip im so excited one said and the other two clap the hands together shoeing their excitement. Well before we go anywhere tyler you've got to get some gas piper says as tyler started the car. Yes i have to agree so what took you so lo
658062,1281130,613397,head slipped under the water,6086,6114,,Why was Jack not seen again at the Hole or the Mating Call app?,,"water. Andie shook him back and forth, knocking his head against the right side and then the left side wall. His vision blurred and darkened. His head throbbed. He thought only of how much he hurt. The water was bottomless. His neck extended so he could still breathe. She pulled him further and his head slipped under the water. Jack was never seen at The Watering Hole or paired on the Mating Call app again."
658063,1281240,613398,i dont think there's any flowers near the lake but there is tree's,3353,3419,,What did piper ask the girls while writing for tyler?,,"Said tyler as he turns off and head up to a pump to get sone fuel. As piper and the others waited for tyler to come back piper asks the girls a question? So ladies does this lake have pine trees and flowers near by, by chance. While looking over her shoulder at them.Well.. One of the girls answered i dont think there's any flowers near the lake but there is tree's. Piper make a sad face before Tyler gets in and inter ruts their conversation hmm there is somr flowers but not many he said looking over at the red haird lady behind him with a smirk on his face the looks and said nothing when all of a sudden they hear a tap tap at there window the cashier asked f"
658033,1281128,613368,benevolent dwarfs,1863,1880,,Who did Morana want to become friends with?,,"d at such thoughts. Once she even tried to make a nice flower-petal dress for herself; she secretly went near a freshly bloomed, beautiful daisy flower. She climbed onto a stone nearby, and with trembling hands touched its petals. To her dismay, the flower soon wilted and dried up.She looked at the benevolent dwarfs and thought how beautiful they were with pink smiling faces and green eyes. She wanted to become their friend. When she slept, she would always dream of playing with them. In her dreams at least, they adored her, despite her pale skin and jet-black eyes that turned red whenever her dark magic worke"
658013,1281127,613348,he had been crying,3276,3294,,Why were the dad's eyes red?,,"how over protective she is and all her rules, Im like the best kid ever! I never do anything wrong. But truthfully, Im glad about that. I have a couple of nice friends and I never worry, because all the teachers like me.Finally, I arrive at the office to see my dad there. His eyes are all red, like he had been crying. If you knew my dad, he never cries! Are you kidding me? Hes like a macho guy, hes bald, with huge muscles and super tall! No one messes with him! Im like him though, Im already six feet tall and still growing. I have thick, brown hair like my Ma and blue eyes, like my dad. My dads name is Robert, "
658015,1281127,613350,Bobby,3594,3599,,What is Johnny's dad's nickname?,,". If you knew my dad, he never cries! Are you kidding me? Hes like a macho guy, hes bald, with huge muscles and super tall! No one messes with him! Im like him though, Im already six feet tall and still growing. I have thick, brown hair like my Ma and blue eyes, like my dad. My dads name is Robert, Bobby for short. Oh, I forgot to mention, my dad doesnt live with us right now, something to do with a stupid separation. My parents dont say much, except that they need time apart for now, but dont worry Johnny. I hear that all the time too, Dont worry Johnny! I do remember one day last year, I arrived "
658016,1281127,613351,Robert,3586,3592,,What is Johnny's dad's real name?,,"n crying. If you knew my dad, he never cries! Are you kidding me? Hes like a macho guy, hes bald, with huge muscles and super tall! No one messes with him! Im like him though, Im already six feet tall and still growing. I have thick, brown hair like my Ma and blue eyes, like my dad. My dads name is Robert, Bobby for short. Oh, I forgot to mention, my dad doesnt live with us right now, something to do with a stupid separation. My parents dont say much, except that they need time apart for now, but dont worry Johnny. I hear that all the time too, Dont worry Johnny! I do remember one day last year, I a"
658017,1281127,613352,black,4253,4258,,What color is Robert's car?,,"her. It wasnt fun to hear, so I went in the backyard, I didnt want them to know I was home from school yet and heard them. Then I heard a car screech out of the driveway only to find out the next day that my dad wasnt going to be home for awhile, if ever.Dad says, Hurry, we have to go! I get in his black Land Rover and we speed away. Dad, whats wrong? He doesnt even talk, I just see tears rolling down his face. All he could say was, Your Mom, she, she was in an accident. So, I decide to be quiet for the rest of the drive. We pull up to, St. Josephs Hospital and run inside. I hear my dad say quietly"
658018,1281127,613353,Land Rover,4259,4269,,What does Robert drive?,,"t wasnt fun to hear, so I went in the backyard, I didnt want them to know I was home from school yet and heard them. Then I heard a car screech out of the driveway only to find out the next day that my dad wasnt going to be home for awhile, if ever.Dad says, Hurry, we have to go! I get in his black Land Rover and we speed away. Dad, whats wrong? He doesnt even talk, I just see tears rolling down his face. All he could say was, Your Mom, she, she was in an accident. So, I decide to be quiet for the rest of the drive. We pull up to, St. Josephs Hospital and run inside. I hear my dad say quietly to the fir"
658064,1281133,613399,"a huge, huge cat with huge huge claws",20,57,,Why was the cat scary?,,"Once upon there was a huge, huge cat with huge huge claws. Can you picture him? Scary looking isnt he? At least thats what the people around him thought of him. His purring sounded to them like an earthquake and his miaows like a roar that could make their organs shake in their bodies. No wonder people stayed as far away from this huge monster-like-lookin"
658065,1281133,613400, to find people that were brave enough to love him,810,860,,What did the cat want?,,"tle kitten needs. He wanted nothing more than to be hugged, to be petted, and to lay his big head on a friendly humans lap. None of those things are easy to achieve when everyone runs away from you as far as they can, so one day the big, big cat with the tiny, tiny heart decided to go into the world to find people that were brave enough to love him. He searched the forests and fields, the deserts and beaches, he looked through windows and at some point even dragged his clumsy body up a lamppost to have a better view. No matter where his journey brought him, he never lost sight of his tiny hearts longing. The human voices never seemed far away"
658066,1281133,613401," forests and fields, the deserts and beaches, he looked through windows and at some point even dragged his clumsy body up a lamppost",877,1009,,Where did the cat look to find people that were brave enough to love him?,,"etted, and to lay his big head on a friendly humans lap. None of those things are easy to achieve when everyone runs away from you as far as they can, so one day the big, big cat with the tiny, tiny heart decided to go into the world to find people that were brave enough to love him. He searched the forests and fields, the deserts and beaches, he looked through windows and at some point even dragged his clumsy body up a lamppost to have a better view. No matter where his journey brought him, he never lost sight of his tiny hearts longing. The human voices never seemed far away, yet always out of reach. If only they could hear the beating of his tiny heart instead of just the loudness of his roars... Because the big, big ca"
658067,1281133,613402, he wanted the people to feel safe around him.,1435,1481,,Why did the cat wave first?,,"ces never seemed far away, yet always out of reach. If only they could hear the beating of his tiny heart instead of just the loudness of his roars... Because the big, big cat with the tiny heart knew how scary he was to people, he also understood that just running up to them was not the solution if he wanted the people to feel safe around him. Thats why he decided to be very mindful by approaching any new group by waving at them from a distance. A great idea if you are anything but a huge, scary-looking cat. However, in his case, the people generously misperceived his kind intentions. What they saw was not a friendly waving cat, but a th"
658068,1281240,613403,You forgot your change,3761,3783,,Why did the cashier at the fuel station tap the window?,,in and inter ruts their conversation hmm there is somr flowers but not many he said looking over at the red haird lady behind him with a smirk on his face the looks and said nothing when all of a sudden they hear a tap tap at there window the cashier asked for him to rowdown his window sir he said. You forgot your changed oh crap... thankd man. Tyler said as he rowedup his window as the cashier walked way then they hear a honk the man behind them beaping his horn yelling out his window atvthe to move it. Ad tyler started the car and. Steps on the gad petal and slowly moves just annoye the guts evrn more before taki
658069,1281133,613404,"What they saw was not a friendly waving cat, but a threatening-looking beast shaking its claws at them, threatening to tear them apart.",1728,1863,,Why did the people shoot at the cat?,,"tion if he wanted the people to feel safe around him. Thats why he decided to be very mindful by approaching any new group by waving at them from a distance. A great idea if you are anything but a huge, scary-looking cat. However, in his case, the people generously misperceived his kind intentions. What they saw was not a friendly waving cat, but a threatening-looking beast shaking its claws at them, threatening to tear them apart. As one might expect, they freaked out and did what humans always do when they feel irrationally frightened, they took out their guns and started shooting at this poor creature. This sweet, naive cat saw the people running after him while shooting their guns and thought:Wow, theyve finally come to m"
658070,1281133,613405,"She was not scared of him, oh no Why would she? Her father and mother were very mean to her every day. They were always shouting at her and occasionally they would hit her. What could this hairy creature possibly do to her that they hadnt done to her already?",3178,3437,,Why was the little girl not afraid of the big cat?,," spotted her, he used his growl to scare her away, since now the big, big cat with the tiny kitten inside had gotten afraid of people. He didnt see them as friends anymore but rather as dangerous creatures that were all out to hurt him. He growled and growled but the little girl didnt move an inch. She was not scared of him, oh no Why would she? Her father and mother were very mean to her every day. They were always shouting at her and occasionally they would hit her. What could this hairy creature possibly do to her that they hadnt done to her already? And so she came closer. When she had finally reached him, she saw this poor, trembling creature looking up at her with big eyes. The whole frightening-looking facade that people had been so afraid of was now reduced to nothing more than a ball of fear and fluff.Dont be afraid little kitty, Im here "
658071,1281240,613406,Not me two ofvthe ladies said as they made their way down to the lake and laid tge blankets down and laid down on them,4743,4861,,What was the reply from the girls when piper asked who wants to learn fishing?,,iful..the girl agree so peaceful yeah totally Tyler applied as they trun in to the the park in lot to park and get out to view the lake and its surroundings. So Piper said turing around to face the girls  (as Tyler heads down to the lake behind them). Who wants to learn to fish first?. Piper asked. Not me two ofvthe ladies said as they made their way down to the lake and laid tge blankets down and laid down on them. Show me im intersted how to fish so i dont look like a fool in front of my boyfriend next weekend because i loves to fish ok good so lets go tyler stood there waiting for Piper and Nina came down on the beach to get there vacation started. Wow... What a weekend Piper said to her self to herself as
658072,1281240,613407,beaping his horn yelling out his window atvthe to move it,3912,3969,,Why did piper and her girls think the man at the fuel station was rude?,,"ace the looks and said nothing when all of a sudden they hear a tap tap at there window the cashier asked for him to rowdown his window sir he said. You forgot your changed oh crap... thankd man. Tyler said as he rowedup his window as the cashier walked way then they hear a honk the man behind them beaping his horn yelling out his window atvthe to move it. Ad tyler started the car and. Steps on the gad petal and slowly moves just annoye the guts evrn more before taking off the girls laughing while he did it, before the gas station was put of sight the man squeals his tires up to the pump before the cops show up to give him... Well that man was total"
658073,1281241,613408,cockroaches,28,39,,What did Marlene hate the most?,,"Nine-year-old Marlene hated cockroaches more than anything else. She could not bear the sight of them and would immediately scream for help. Daaaaaaddy! Another one! she would say, with tears running down her tanned cheeks. Daddy would always get them and then carry little Marlene to the bed. He was tall and had black curly hair and smal"
658074,1281241,613409,Nine-year-old,0,13,,How old was Marlene?,,"Nine-year-old Marlene hated cockroaches more than anything else. She could not bear the sight of them and would immediately scream for help. Daaaaaaddy! Another one! she would say, with tears running down her tanned cheeks. Daddy would always get them and then carry little Marlene to the bed. He was tall and had"
658075,1281241,613410,He was tall and had black curly hair and small eyes that almost completely transformed into one big wrinkle when he smiled,294,416,,What did Marlene's dad look like?,,"Nine-year-old Marlene hated cockroaches more than anything else. She could not bear the sight of them and would immediately scream for help. Daaaaaaddy! Another one! she would say, with tears running down her tanned cheeks. Daddy would always get them and then carry little Marlene to the bed. He was tall and had black curly hair and small eyes that almost completely transformed into one big wrinkle when he smiled, which was often. They are harmless, Marlene, he would say, but no matter how many times she heard those words, they never sank in. All she could see was a crunchy, hairy and pointy little being which was much faster than her, and which appeared to know her every thought and smell her fear. Marlene"
658076,1281241,613411,"Marlene and her father lived in a house of two rooms in a hot, coastal rural town. They lived close to a small river where he fished from time to time, so Marlenes house often smelled like a swamp or like fish",709,918,,Where did Marlene and her father live?,," smiled, which was often. They are harmless, Marlene, he would say, but no matter how many times she heard those words, they never sank in. All she could see was a crunchy, hairy and pointy little being which was much faster than her, and which appeared to know her every thought and smell her fear. Marlene and her father lived in a house of two rooms in a hot, coastal rural town. They lived close to a small river where he fished from time to time, so Marlenes house often smelled like a swamp or like fish. The walls, which used to be white, were now of a light grey color and decorated by Marlenes drawings of odd-looking fruits with eyes, legs and arms. Wake up, Marlene were Marlenes least favorite words. They meant that it was time to get ready to go to school. Marlene would rather stay home and go "
658077,1281133,613412, All they knew in life was aggression and so they took the kindness of the cat for raging anger,4834,4929,,Why did the parents run away?,,"f they would hurt her... or him? At that moment the big cat with the tiny kitten inside noticed the parents and he immediately got excited. Even more people to cuddle and share his home with! With great enthusiasm, he lifted his paw and started to wave wildly. So wild that the parents' eyes widened. All they knew in life was aggression and so they took the kindness of the cat for raging anger. Immediately they ran away as far as they could. From that day on the cat and the little girl lived together in the house where there was always a sweet harmony. She didnt have to worry ever again about someone yelling at her or beating her. And him? He could get all the cuddles he wanted and forev"
658078,1281241,613413,"The walls, which used to be white, were now of a light grey color and decorated by Marlenes drawings of odd-looking fruits with eyes, legs and arms",920,1067,,What did Marlene's house walls look like?,,"s much faster than her, and which appeared to know her every thought and smell her fear. Marlene and her father lived in a house of two rooms in a hot, coastal rural town. They lived close to a small river where he fished from time to time, so Marlenes house often smelled like a swamp or like fish. The walls, which used to be white, were now of a light grey color and decorated by Marlenes drawings of odd-looking fruits with eyes, legs and arms. Wake up, Marlene were Marlenes least favorite words. They meant that it was time to get ready to go to school. Marlene would rather stay home and go explore the trees that lead to the stream. One of the trees, which had a cavity near the bottom in which Marlene sometimes stuffed pebbles and little"
658079,1281241,613414,"One of the trees, which had a cavity near the bottom in which Marlene sometimes stuffed pebbles and little dolls, was her favorite",1261,1391,,What was Marlene's favorite tree that she love visiting it?,,"ow of a light grey color and decorated by Marlenes drawings of odd-looking fruits with eyes, legs and arms. Wake up, Marlene were Marlenes least favorite words. They meant that it was time to get ready to go to school. Marlene would rather stay home and go explore the trees that lead to the stream. One of the trees, which had a cavity near the bottom in which Marlene sometimes stuffed pebbles and little dolls, was her favorite. She loved visiting it. Wake up, Marlene, she heard her fathers words again and opened her eyes suddenly, hit by the fear that they would arrive late to school again and her father would get in trouble. Daddy was a math, science and music teacher at the local school, which was about 15 minutes away"
658080,1281241,613415,"Daddy was a math, science and music teacher at the local school",1595,1658,,What was Marlene's dad's profession?,,"ty near the bottom in which Marlene sometimes stuffed pebbles and little dolls, was her favorite. She loved visiting it. Wake up, Marlene, she heard her fathers words again and opened her eyes suddenly, hit by the fear that they would arrive late to school again and her father would get in trouble. Daddy was a math, science and music teacher at the local school, which was about 15 minutes away (walking distance) and consisted of two small buildings that were still unpainted, a small playground with a discolored red slide and a swing made out of rope and wood, and two basketball rims with strings attached to them that revealed they once had nets. Sometimes"
658081,1281241,613416,"Janet, her closest friend",2153,2178,,Who is Marlene's closest friend?,,"d wood, and two basketball rims with strings attached to them that revealed they once had nets. Sometimes, Marlenes father had to stay in school longer, so he instructed her to walk home and start her homework. To Marlene, these walks back home were a secret adventure that she sometimes shared with Janet, her closest friend. They balanced their bodies on the edge of the unpaved road, trying to avoid, at the same time, the few cars that drove on it and the bushes to its side. My father said that there were snakes in the bushes, said Marlene, with suspense in her voice and a glimmer in her eyes. I saw a big one the othe"
658082,1281241,613417,"Mile, her youngest grandchild,",3021,3051,,Who is Marlene's youngest grandchild?,,"in which her father was killed. The memories that she built after that, with hard work, love and dedication, are now vague and inconsistent. Sometimes, when some of her thirteen grandchildren visit her, she does not really recognize them or confuses them with people that she used to know. She calls Mile, her youngest grandchild, Janet. She does resemble Janet a lot, but no one knows that, as only Marlenes father had gotten to know her childhood friend. Seven days before Marlene turned eleven, Janets family was forced by dangerous, bad people terrorizing her small rural town to pack their things and leave. Janet! Janet! Don"
658083,1281241,613418,Gilbert,3730,3737,,Who is Marlene's nurse?,," live with us for a year, Marlenes words are slow and can hardly be understood by ten-year-old Mile, who nods following the instructions of her father, standing opposite to her, on the other side of Marlene, who now sits on a wheelchair. * At the home, there are no pets allowed, but Marlenes nurse, Gilbert, decided to make an exception that no one must know of. He is forty-three and studied to become a nurse at thirty-six after failing to launch his career as a writer, to which he dedicated most of his life. Daddy, daddy, dont kill it! cried Marlene that day in her shaky voice, with her eyes almost c"
658084,1281241,613419,He is forty-three and studied to become a nurse at thirty-six after failing to launch his career as a writer,3794,3902,,What is the age of Marlene's nurse and background?,," be understood by ten-year-old Mile, who nods following the instructions of her father, standing opposite to her, on the other side of Marlene, who now sits on a wheelchair. * At the home, there are no pets allowed, but Marlenes nurse, Gilbert, decided to make an exception that no one must know of. He is forty-three and studied to become a nurse at thirty-six after failing to launch his career as a writer, to which he dedicated most of his life. Daddy, daddy, dont kill it! cried Marlene that day in her shaky voice, with her eyes almost completely filled with tears. Gilbert, who had once had a spider as a pet, was not afraid of cockroaches, so he had successfully trapped it in a plastic cup after sev"
658085,1281241,613420,"Gilbert was short and a little bit chubby, but his arms and hands were quick",4738,4814,,What did Gilbert look like?,,"y, but its huge antennae and rounder body somehow made it more amiable. Gilbert could not find the words to explain to Marlene that she could not have the cockroach stay in her room too long, so he just found a bigger plastic container, punched several tiny holes to it, and put the cockroach in it. Gilbert was short and a little bit chubby, but his arms and hands were quick. He had been in several bands, playing the guitar and the drums, but always ended up hating all the music he helped create. For the sixteen days in which Marlene had a cockroach as a pet, Gilbert placed it under the bed every time someone visited her, covering it with a small towel in front of her "
