answer_id,document_id,question_id,text,answer_start,answer_end,answer_category,question,file_name,context
658792,1286197,614135,Country Mouse dreamed she was a Town Mouse with all the luxuries and delights of city life,590,680,,Why did the Country Mouse agree to go to town?,,"that she ate the simple food only to be polite.After the meal the friends had a long talk, or rather the Town Mouse talked about her life in the city while the Country Mouse listened. They then went to bed in a cozy nest in the hedgerow and slept in quiet and comfort until morning. In her sleep the Country Mouse dreamed she was a Town Mouse with all the luxuries and delights of city life that her friend had described for her. So the next day when the Town Mouse asked the Country Mouse to go home with her to the city, she gladly said yes.When they reached the mansion in which the Town Mouse lived, they found on the table in the dining room the leavings of a very fine banquet. There "
658793,1286197,614136,"sweetmeats and jellies, pastries, delicious cheeses",985,1036,,What did the Town Mouse serve?,," her friend had described for her. So the next day when the Town Mouse asked the Country Mouse to go home with her to the city, she gladly said yes.When they reached the mansion in which the Town Mouse lived, they found on the table in the dining room the leavings of a very fine banquet. There were sweetmeats and jellies, pastries, delicious cheeses, indeed, the most tempting foods that a Mouse can imagine. But just as the Country Mouse was about to nibble a dainty bit of pastry, she heard a Cat mew loudly and scratch at the door. In great fear the Mice scurried to a hiding place, where they lay quite still for a long time, hardly daring to br"
658795,1286197,614138,peace and security,1743,1761,,What is in the country that is not in the town?,,"lear the table, followed by the House Dog.The Country Mouse stopped in the Town Mouse's den only long enough to pick up her carpet bag and umbrella.""You may have luxuries and dainties that I have not,"" she said as she hurried away, ""but I prefer my plain food and simple life in the country with the peace and security that go with it.""Poverty with security is better than plenty in the midst of fear and uncertainty."
658783,1286196,614126,Do not attempt the impossible,661,690,,What is the moral of the story?,,"up. ""Was he as big as this?""""Oh, much bigger!"" they cried.The Frog puffed up still more.""He could not have been bigger than this,"" she said. But the little Frogs all declared that the monster was much, much bigger and the old Frog kept puffing herself out more and more until, all at once, she burst.Do not attempt the impossible."
658784,1286196,614128,Ox,3,5,,Who crushed the frog?,,"An Ox came down to a reedy pool to drink. As he splashed heavily into the water, he crushed a young Frog into the mud.The old Frog soon missed the little one and asked his brothers and sisters what had become of him.""A great big monster,"" said one of them, ""stepped on little brother with one of his huge "
658785,1286196,614129,stepped on little brother with one of his huge feet,258,309,,How did the ox crush the frog?,,"An Ox came down to a reedy pool to drink. As he splashed heavily into the water, he crushed a young Frog into the mud.The old Frog soon missed the little one and asked his brothers and sisters what had become of him.""A great big monster,"" said one of them, ""stepped on little brother with one of his huge feet!""""Big, was he!"" said the old Frog, puffing herself up. ""Was he as big as this?""""Oh, much bigger!"" they cried.The Frog puffed up still more.""He could not have been bigger than this,"" she said. But the little Frogs all declared that the monster was much, much bigger and the old Frog kept puffing hers"
658786,1286196,614130,Frog kept puffing herself,587,612,,Why did the frog burst?,,"h one of his huge feet!""""Big, was he!"" said the old Frog, puffing herself up. ""Was he as big as this?""""Oh, much bigger!"" they cried.The Frog puffed up still more.""He could not have been bigger than this,"" she said. But the little Frogs all declared that the monster was much, much bigger and the old Frog kept puffing herself out more and more until, all at once, she burst.Do not attempt the impossible."
658787,1286197,614126,Poverty with security is better than plenty in the midst of fear and uncertainty,1779,1859,,What is the moral of the story?,,"e Dog.The Country Mouse stopped in the Town Mouse's den only long enough to pick up her carpet bag and umbrella.""You may have luxuries and dainties that I have not,"" she said as she hurried away, ""but I prefer my plain food and simple life in the country with the peace and security that go with it.""Poverty with security is better than plenty in the midst of fear and uncertainty."
658788,1286197,614131,"wheat stalks, roots, and acorns, with a dash of cold water for drink",98,166,,What did the Country Mouse serve?,,"A Town Mouse once visited a relative who lived in the country. For lunch the Country Mouse served wheat stalks, roots, and acorns, with a dash of cold water for drink. The Town Mouse ate very sparingly, nibbling a little of this and a little of that, and by her manner making it very plain that she ate the simple food only to be polite.After the meal the friends had a long talk, or rather the Town Mouse talked about her life in the city while the Country Mouse li"
658789,1286197,614132,Town Mouse ,2,13,,Who did the Country Mouse serve?,,"A Town Mouse once visited a relative who lived in the country. For lunch the Country Mouse served wheat stalks, roots, and acorns, with a dash of cold water for drink. The Town Mouse ate very sparingly, nibbling a little of this and a little of that, and by her manner making it very plain that she ate the simple"
658790,1286197,614133,"ate very sparingly, nibbling a little of this and a little of that,",183,250,,How did the Town Mouse show that he was eating only to be polite?,,"A Town Mouse once visited a relative who lived in the country. For lunch the Country Mouse served wheat stalks, roots, and acorns, with a dash of cold water for drink. The Town Mouse ate very sparingly, nibbling a little of this and a little of that, and by her manner making it very plain that she ate the simple food only to be polite.After the meal the friends had a long talk, or rather the Town Mouse talked about her life in the city while the Country Mouse listened. They then went to bed in a cozy nest in the hedgerow and slept in quiet and "
658791,1286197,614134,in quiet and comfort,537,557,,How did the Town Mouse sleep in the country?,,"ttle of that, and by her manner making it very plain that she ate the simple food only to be polite.After the meal the friends had a long talk, or rather the Town Mouse talked about her life in the city while the Country Mouse listened. They then went to bed in a cozy nest in the hedgerow and slept in quiet and comfort until morning. In her sleep the Country Mouse dreamed she was a Town Mouse with all the luxuries and delights of city life that her friend had described for her. So the next day when the Town Mouse asked the Country Mouse to go home with her to the city, she gladly said yes.When they reached the ma"
658794,1286197,614137,Cat,1182,1185,,What were the mouses hiding from?,,"ouse lived, they found on the table in the dining room the leavings of a very fine banquet. There were sweetmeats and jellies, pastries, delicious cheeses, indeed, the most tempting foods that a Mouse can imagine. But just as the Country Mouse was about to nibble a dainty bit of pastry, she heard a Cat mew loudly and scratch at the door. In great fear the Mice scurried to a hiding place, where they lay quite still for a long time, hardly daring to breathe. When at last they ventured back to the feast, the door opened suddenly and in came the servants to clear the table, followed by the House Dog."
658796,1286198,614126,The smaller the mind the greater the conceit,495,539,,What is the moral of the story?,," he left he begged the Bull's pardon for having used his horn for a resting place.""You must be very glad to have me go now,"" he said.""It's all the same to me,"" replied the Bull. ""I did not even know you were there.""We are often of greater importance in our own eyes than in the eyes of our neighbor. The smaller the mind the greater the conceit."
658797,1286198,617706,on the tip of one of the horns of a Bull.,82,123,,Where did the Gnat land on?,,"A Gnat flew over the meadow with much buzzing for so small a creature and settled on the tip of one of the horns of a Bull. After he had rested a short time, he made ready to fly away. But before he left he begged the Bull's pardon for having used his horn for a resting place.""You must be very glad to have me go now,"" he said.""It's all the same to me,"" replied the Bull. ""I did not even know you were there.""We are often "
658798,1286198,617707,"""I did not even know you were there.",373,409,,Did the Bull mind the Gnat?,," settled on the tip of one of the horns of a Bull. After he had rested a short time, he made ready to fly away. But before he left he begged the Bull's pardon for having used his horn for a resting place.""You must be very glad to have me go now,"" he said.""It's all the same to me,"" replied the Bull. ""I did not even know you were there.""We are often of greater importance in our own eyes than in the eyes of our neighbor. The smaller the mind the greater the conceit."
658799,1286198,617708,for having used his horn for a resting place,232,276,,Why did the Gnat apologize?,,"A Gnat flew over the meadow with much buzzing for so small a creature and settled on the tip of one of the horns of a Bull. After he had rested a short time, he made ready to fly away. But before he left he begged the Bull's pardon for having used his horn for a resting place.""You must be very glad to have me go now,"" he said.""It's all the same to me,"" replied the Bull. ""I did not even know you were there.""We are often of greater importance in our own eyes than in the eyes of our neighbor. The smaller the mind the greater the conceit."
658800,1286199,614126,Our best blessings are often the least appreciated.,488,539,,What is the moral of the story?,,"ss is the Plane!"" said one of them. ""It bears no fruit whatever, and only serves to litter the ground with leaves.""""Ungrateful creatures!"" said a voice from the Plane Tree. ""You lie here in my cooling shade, and yet you say I am useless! Thus ungratefully, O Jupiter, do men receive their blessings!""Our best blessings are often the least appreciated."
658801,1286199,617709,noon,31,35,,What is the time of the day?,,"Two Travellers, walking in the noonday sun, sought the shade of a widespreading tree to rest. As they lay looking up among the pleasant leaves, they saw that it was a Plane Tree.""How useless is the Plane!"" said one of them. ""It bears no fruit whatever, and only serves to litter the ground with leaves.""""Ungrateful creatures!"" said a v"
658802,1286199,617710,"It bears no fruit whatever, and only serves to litter the ground with leaves.",225,302,,Why do the travellers deem the plane tree useless?,,"Two Travellers, walking in the noonday sun, sought the shade of a widespreading tree to rest. As they lay looking up among the pleasant leaves, they saw that it was a Plane Tree.""How useless is the Plane!"" said one of them. ""It bears no fruit whatever, and only serves to litter the ground with leaves.""""Ungrateful creatures!"" said a voice from the Plane Tree. ""You lie here in my cooling shade, and yet you say I am useless! Thus ungratefully, O Jupiter, do men receive their blessings!""Our best blessings are often the least appreciated."
658803,1286199,617711,cooling shade,381,394,,What did the plane tree provide?,,"ree to rest. As they lay looking up among the pleasant leaves, they saw that it was a Plane Tree.""How useless is the Plane!"" said one of them. ""It bears no fruit whatever, and only serves to litter the ground with leaves.""""Ungrateful creatures!"" said a voice from the Plane Tree. ""You lie here in my cooling shade, and yet you say I am useless! Thus ungratefully, O Jupiter, do men receive their blessings!""Our best blessings are often the least appreciated."
658806,1286199,617712,ungratefully,431,443,,How do men receive their blessings?,,"sant leaves, they saw that it was a Plane Tree.""How useless is the Plane!"" said one of them. ""It bears no fruit whatever, and only serves to litter the ground with leaves.""""Ungrateful creatures!"" said a voice from the Plane Tree. ""You lie here in my cooling shade, and yet you say I am useless! Thus ungratefully, O Jupiter, do men receive their blessings!""Our best blessings are often the least appreciated."
658808,1286200,614126,Expect no reward for serving the wicked.,887,927,,What is the moral of the story?,,"t the Wolf asked her to do.When the Wolf felt that the bone was gone, he started to walk away.""But what about my reward!"" called the Crane anxiously.""What!"" snarled the Wolf, whirling around. ""Haven't you got it? Isn't it enough that I let you take your head out of my mouth without snapping it off?""Expect no reward for serving the wicked."
658811,1286200,617713,a bone,43,49,,What got stuck in the wolf's throat?,,"A Wolf had been feasting too greedily, and a bone had stuck crosswise in his throat. He could get it neither up nor down, and of course he could not eat a thing. Naturally that was an awful state of affairs for a greedy Wolf.So away he hurried to the Crane. He was sure that she, with her long neck and bill, would easily be able to reach the bone a"
658814,1286200,617714,a bone had stuck crosswise in his throat,43,83,,Why could the Wolf not eat a thing?,,"A Wolf had been feasting too greedily, and a bone had stuck crosswise in his throat. He could get it neither up nor down, and of course he could not eat a thing. Naturally that was an awful state of affairs for a greedy Wolf.So away he hurried to the Crane. He was sure that she, with her long neck and bill, would easily be able to reach the bone and pull it out.""I will reward you "
658816,1286200,617715,"with her long neck and bill, would easily be able to reach the bone and pull it out",280,363,,Why did the Wolf go to the Crane?,,"A Wolf had been feasting too greedily, and a bone had stuck crosswise in his throat. He could get it neither up nor down, and of course he could not eat a thing. Naturally that was an awful state of affairs for a greedy Wolf.So away he hurried to the Crane. He was sure that she, with her long neck and bill, would easily be able to reach the bone and pull it out.""I will reward you very handsomely,"" said the Wolf, ""if you pull that bone out for me.""The Crane, as you can imagine, was very uneasy about putting her head in a Wolf's throat. But she was grasping in nature, so she did what the Wolf asked her to do.When the Wolf felt that the bone was gone, he sta"
658822,1286200,617716,I let you take your head out of my mouth without snapping it off,821,885,,What was the crane's reward?,,"in a Wolf's throat. But she was grasping in nature, so she did what the Wolf asked her to do.When the Wolf felt that the bone was gone, he started to walk away.""But what about my reward!"" called the Crane anxiously.""What!"" snarled the Wolf, whirling around. ""Haven't you got it? Isn't it enough that I let you take your head out of my mouth without snapping it off?""Expect no reward for serving the wicked."
658825,1286201,614126,"""It is one thing to say that something should be done, but quite a different matter to do it.",948,1041,,What is the moral of the story?,,"our enemy is coming.""All the Mice were much surprised that they had not thought of such a plan before. But in the midst of the rejoicing over their good fortune, an old Mouse arose and said:""I will say that the plan of the young Mouse is very good. But let me ask one question: Who will bell the Cat?""It is one thing to say that something should be done, but quite a different matter to do it."
658827,1286201,617717,"to free themselves of their enemy, the Cat",51,93,,What were the mice meeting for?,,"The Mice once called a meeting to decide on a plan to free themselves of their enemy, the Cat. At least they wished to find some way of knowing when she was coming, so they might have time to run away. Indeed, something had to be done, for they lived in such constant fear of her claws that they hardly dared stir from their dens by night or day.Many plans were discussed, but none of them was"
658830,1286201,617718,hang a bell about the Cat's neck.,554,587,,What was the solution reached in the meeting?,,"such constant fear of her claws that they hardly dared stir from their dens by night or day.Many plans were discussed, but none of them was thought good enough. At last a very young Mouse got up and said:""I have a plan that seems very simple, but I know it will be successful.All we have to do is to hang a bell about the Cat's neck. When we hear the bell ringing we will know immediately that our enemy is coming.""All the Mice were much surprised that they had not thought of such a plan before. But in the midst of the rejoicing over their good fortune, an old Mouse arose and said:""I will say that the plan of the young Mouse is v"
658833,1286201,617719,Who will bell the Cat?,926,948,,What was the problem with the solution?,,"know immediately that our enemy is coming.""All the Mice were much surprised that they had not thought of such a plan before. But in the midst of the rejoicing over their good fortune, an old Mouse arose and said:""I will say that the plan of the young Mouse is very good. But let me ask one question: Who will bell the Cat?""It is one thing to say that something should be done, but quite a different matter to do it."
658835,1286202,614126,There are many who pretend to despise and belittle that which is beyond their reach.,679,763,,What is the moral of the story?,,"running leap at it, only to fall short once more. Again and again he tried, but in vain.Now he sat down and looked at the grapes in disgust.""What a fool I am,"" he said. ""Here I am wearing myself out to get a bunch of sour grapes that are not worth gaping for.""And off he walked very, very scornfully.There are many who pretend to despise and belittle that which is beyond their reach."
658836,1286202,617720,ripe grapes,41,52,,What did the fox see?,,"A Fox one day spied a beautiful bunch of ripe grapes hanging from a vine trained along the branches of a tree. The grapes seemed ready to burst with juice, and the Fox's mouth watered as he gazed longingly at them.The bunch hung from a high branch, and the Fox had to jump for it. The first time he jumped he missed it by a long way. So he walked off a"
658840,1286202,617721,The bunch hung from a high branch,214,247,,Why could the fox not reach the ripe grapes?,,"A Fox one day spied a beautiful bunch of ripe grapes hanging from a vine trained along the branches of a tree. The grapes seemed ready to burst with juice, and the Fox's mouth watered as he gazed longingly at them.The bunch hung from a high branch, and the Fox had to jump for it. The first time he jumped he missed it by a long way. So he walked off a short distance and took a running leap at it, only to fall short once more. Again and again he tried, but in vain.Now he sat down and looked at the grapes in disgust.""What a fool I am,"" he said."
658844,1286202,617722,"Again and again he tried, but in vain",429,466,,Why did the fox give up on the grapes?,,"ready to burst with juice, and the Fox's mouth watered as he gazed longingly at them.The bunch hung from a high branch, and the Fox had to jump for it. The first time he jumped he missed it by a long way. So he walked off a short distance and took a running leap at it, only to fall short once more. Again and again he tried, but in vain.Now he sat down and looked at the grapes in disgust.""What a fool I am,"" he said. ""Here I am wearing myself out to get a bunch of sour grapes that are not worth gaping for.""And off he walked very, very scornfully.There are many who pretend to despise and belittle that which is beyond their reach."
658845,1286203,614126,A kindness is never wasted.,953,980,,What is the moral of the story?,,"oaring. The Mouse knew the voice and quickly found the Lion struggling in the net. Running to one of the great ropes that bound him, she gnawed it until it parted, and soon the Lion was free.""You laughed when I said I would repay you,"" said the Mouse. ""Now you see that even a Mouse can help a Lion.""A kindness is never wasted."
658848,1286203,617723,Lion's nose,174,185,,What did the mouse run on?,,"A Lion lay asleep in the forest, his great head resting on his paws. A timid little Mouse came upon him unexpectedly, and in her fright and haste to get away, ran across the Lion's nose. Roused from his nap, the Lion laid his huge paw angrily on the tiny creature to kill her.""Spare me!"" begged the poor Mouse. ""Please let me go and some day I will surely repay you.""The Lion was much amused to think that a Mouse could ever help him. But he was generous and finally let the Mouse go.S"
658849,1286203,617724,hunter,578,584,,Who caught the lion?,,"pare me!"" begged the poor Mouse. ""Please let me go and some day I will surely repay you.""The Lion was much amused to think that a Mouse could ever help him. But he was generous and finally let the Mouse go.Some days later, while stalking his prey in the forest, the Lion was caught in the toils of a hunter's net. Unable to free himself, he filled the forest with his angry roaring. The Mouse knew the voice and quickly found the Lion struggling in the net. Running to one of the great ropes that bound him, she gnawed it until it parted, and soon the Lion was free.""You laughed when I said I would repay y"
658850,1286203,617725," she gnawed it until it parted, and soon the Lion was free",785,843,,How did the mouse help the lion?,,"ome days later, while stalking his prey in the forest, the Lion was caught in the toils of a hunter's net. Unable to free himself, he filled the forest with his angry roaring. The Mouse knew the voice and quickly found the Lion struggling in the net. Running to one of the great ropes that bound him, she gnawed it until it parted, and soon the Lion was free.""You laughed when I said I would repay you,"" said the Mouse. ""Now you see that even a Mouse can help a Lion.""A kindness is never wasted."
658851,1286204,614126,Do not let flattery throw you off your guard against an enemy.,1978,2040,,What is the moral of the story?,," know it will make you sing like Apollo himself.""The foolish Grasshopper was taken in by the Owl's flattering words. Up he jumped to the Owl's den, but as soon as he was near enough so the old Owl could see him clearly, she pounced upon him and ate him up.Flattery is not a proof of true admiration. Do not let flattery throw you off your guard against an enemy."
658852,1286204,617726,after sundown,52,65,,When does the owl wake up?,,"The Owl always takes her sleep during the day. Then after sundown, when the rosy light fades from the sky and the shadows rise slowly through the wood, out she comes ruffling and blinking from the old hollow tree. Now her weird ""hoo-hoo-hoo-oo-oo"" echoes through the quiet wood, and she begins her hunt for the bugs and beetles, frogs and mice she likes so well to "
658853,1286204,617727,"bugs and beetles, frogs and mice",311,343,,What does the owl eat?,,"ays takes her sleep during the day. Then after sundown, when the rosy light fades from the sky and the shadows rise slowly through the wood, out she comes ruffling and blinking from the old hollow tree. Now her weird ""hoo-hoo-hoo-oo-oo"" echoes through the quiet wood, and she begins her hunt for the bugs and beetles, frogs and mice she likes so well to eat.Now there was a certain old Owl who had become very cross and hard to please as she grew older, especially if anything disturbed her daily slumbers. One warm summer afternoon as she dozed away in her den in the old oak tree, a Grasshopper nearby began a joyous but very rasp"
658854,1286204,617728,grew older,453,463,,Why did the owl become cross?,,"ut she comes ruffling and blinking from the old hollow tree. Now her weird ""hoo-hoo-hoo-oo-oo"" echoes through the quiet wood, and she begins her hunt for the bugs and beetles, frogs and mice she likes so well to eat.Now there was a certain old Owl who had become very cross and hard to please as she grew older, especially if anything disturbed her daily slumbers. One warm summer afternoon as she dozed away in her den in the old oak tree, a Grasshopper nearby began a joyous but very raspy song. Out popped the old Owl's head from the opening in the tree that served her both for door and for window.""Get awa"
658857,1286204,617729,her eyes were not sharp enough by day,1223,1260,,Why could the owl not punish the grasshopper?,,"wered saucily that he had as much right to his place in the sun as the Owl had to her place in the old oak. Then he struck up a louder and still more rasping tune.The wise old Owl knew quite well that it would do no good to argue with the Grasshopper, nor with anybody else for that matter. Besides, her eyes were not sharp enough by day to permit her to punish the Grasshopper as he deserved. So she laid aside all hard words and spoke very kindly to him.""Well sir,"" she said, ""if I must stay awake, I am going to settle right down to enjoy your singing. Now that I think of it, I have a wonderful wine here, sent me from Olympus, of wh"
658861,1286204,617730,taken in by the Owl's flattering words,1755,1793,,Why did the grasshopper jump into the owl's den?,," to enjoy your singing. Now that I think of it, I have a wonderful wine here, sent me from Olympus, of which I am told Apollo drinks before he sings to the high gods. Please come up and taste this delicious drink with me. I know it will make you sing like Apollo himself.""The foolish Grasshopper was taken in by the Owl's flattering words. Up he jumped to the Owl's den, but as soon as he was near enough so the old Owl could see him clearly, she pounced upon him and ate him up.Flattery is not a proof of true admiration. Do not let flattery throw you off your guard against an enemy."
658864,1286204,617731,wine,1522,1526,,What did the owl offer the grasshopper?,," her eyes were not sharp enough by day to permit her to punish the Grasshopper as he deserved. So she laid aside all hard words and spoke very kindly to him.""Well sir,"" she said, ""if I must stay awake, I am going to settle right down to enjoy your singing. Now that I think of it, I have a wonderful wine here, sent me from Olympus, of which I am told Apollo drinks before he sings to the high gods. Please come up and taste this delicious drink with me. I know it will make you sing like Apollo himself.""The foolish Grasshopper was taken in by the Owl's flattering words. Up he jumped to the Owl's den, "
658867,1286204,617732,not,1946,1949,,Is flattery proof of admiration?,," this delicious drink with me. I know it will make you sing like Apollo himself.""The foolish Grasshopper was taken in by the Owl's flattering words. Up he jumped to the Owl's den, but as soon as he was near enough so the old Owl could see him clearly, she pounced upon him and ate him up.Flattery is not a proof of true admiration. Do not let flattery throw you off your guard against an enemy."
658868,1286205,614126,It is better to yield than to come to misfortune through stubbornness,632,701,,What is the moral of the story?,,"ld have made the bravest tremble. Not so our Goats. Their pride would not permit either to stand aside for the other.One set her foot on the log. The other did likewise. In the middle they met horn to horn. Neither would give way, and so they both fell, to be swept away by the roaring torrent below.It is better to yield than to come to misfortune through stubbornness."
658870,1286205,617733,"on the rocky steeps of a mountain valley,",26,67,,Where are the goats walking?,,"Two Goats, frisking gayly on the rocky steeps of a mountain valley, chanced to meet, one on each side of a deep chasm through which poured a mighty mountain torrent. The trunk of a fallen tree formed the only means of crossing the chasm, and on this not even two squirrels could have passed each other in safety. The narrow path would have made the bravest tremble. N"
658872,1286299,614126,It is wicked to take advantage of another's distress.,570,623,,What is the moral of the story?,,"h at him, butting him with his horns. As the Lion was still prowling outside the entrance to the cave, the Bull had to submit to the insult.""Do not think,"" he said, ""that I submit to your cowardly treatment because I am afraid of you. When that Lion leaves, I'll teach you a lesson you won't forget.""It is wicked to take advantage of another's distress."
658873,1286298,614126,An act of kindness is well repaid.,972,1006,,What is the moral of the story?,,"ntryman now went on toward home. Becoming thirsty on the way, he filled his horn at a spring, and was about to drink. There was a sudden rush of great wings. Sweeping down, the Eagle seized the poisoned horn from out his savior's hands, and flew away with it to hide it where it could never be found.An act of kindness is well repaid."
658874,1286297,614126,Be content with your lot,306,330,,What is the moral of the story?,," one day grew disgusted with the sands in which he lived. He decided to take a stroll to the meadow not far inland. There he would find better fare than briny water and sand mites. So off he crawled to the meadow. But there a hungry Fox spied him, and in a twinkling, ate him up, both shell and claw.Be content with your lot."
658875,1286205,617734,trunk of a fallen tree,170,192,,What was the way to cross the chasm?,,"Two Goats, frisking gayly on the rocky steeps of a mountain valley, chanced to meet, one on each side of a deep chasm through which poured a mighty mountain torrent. The trunk of a fallen tree formed the only means of crossing the chasm, and on this not even two squirrels could have passed each other in safety. The narrow path would have made the bravest tremble. Not so our Goats. Their pride would not permit either to stand aside for the other.One set her foot on the log. The other did "
658876,1286205,617735, Their pride would not permit,383,412,,Why did the goats not give way to each other?,,", one on each side of a deep chasm through which poured a mighty mountain torrent. The trunk of a fallen tree formed the only means of crossing the chasm, and on this not even two squirrels could have passed each other in safety. The narrow path would have made the bravest tremble. Not so our Goats. Their pride would not permit either to stand aside for the other.One set her foot on the log. The other did likewise. In the middle they met horn to horn. Neither would give way, and so they both fell, to be swept away by the roaring torrent below.It is better to yield than to come to misfortune through stubbornness."
658877,1286296,614126,Honesty is the best policy.,2203,2230,,What is the moral of the story?,," an axe of gold, and each one eagerly claimed it to be the one he had lost. But Mercury did not give them the golden axe. Oh no! Instead he gave them each a hard whack over the head with it and sent them home. And when they returned next day to look for their own axes, they were nowhere to be found.Honesty is the best policy."
658878,1286295,614126,Act in haste and repent at leisure�and often in pain.,410,463,,What is the moral of the story?,,"that he would swallow the eggs whole.One day the Dog wandered down to the seashore. There he spied an Oyster. In a twinkling the Oyster was resting in the Dog's stomach, shell and all.It pained the Dog a good deal, as you can guess.""I've learned that all round things are not eggs,"" he said groaning.Act in haste and repent at leisure�and often in pain."
658879,1286294,614126,In unity is strength.,804,825,,What is the moral of the story?,,"me to look at them and lick his chops as he was accustomed to do, he found them in separate corners of the field, as far away from one another as they could get.It was now an easy matter for the Lion to attack them one at a time, and this he proceeded to do with the greatest satisfaction and relish.In unity is strength."
658880,1286293,614126,Take care of the little things and the big things will take care of themselves.,941,1020,,What is the moral of the story?,,"nd to read the future in the stars, and yet you fail to see what is at your feet! This may teach you to pay more attention to what is right in front of you, and let the future take care of itself.""""What use is it,"" said another, ""to read the stars, when you can't see what's right here on the earth?""Take care of the little things and the big things will take care of themselves."
658881,1286205,617736,swept away by the roaring torrent,592,625,,What happened to the goats?,,"ach other in safety. The narrow path would have made the bravest tremble. Not so our Goats. Their pride would not permit either to stand aside for the other.One set her foot on the log. The other did likewise. In the middle they met horn to horn. Neither would give way, and so they both fell, to be swept away by the roaring torrent below.It is better to yield than to come to misfortune through stubbornness."
658883,1286206,614126,In a pinch a good use of our wits may help us out.,494,544,,What is the moral of the story?,," how he tried, the Crow could not reach the water. The poor thing felt as if he must die of thirst.Then an idea came to him. Picking up some small pebbles, he dropped them into the pitcher one by one. With each pebble the water rose a little higher until at last it was near enough so he could drink.In a pinch a good use of our wits may help us out."
658882,1286292,614126,Be wise and shun the quack,539,565,,What is the moral of the story?,,"ocked at the door of the Bird's home.The Birds peeped out, and Dr. Cat, with much solicitude, asked how they were. He would be very happy to give them some medicine.""Tweet, tweet,"" laughed the Birds. ""Very smart, aren't you? We are very well, thank you, and more so, if you only keep away from here.""Be wise and shun the quack."
658884,1286206,617737,dry weather,14,25,,Why was there nothing to drink?,,"In a spell of dry weather, when the Birds could find very little to drink, a thirsty Crow found a pitcher with a little water in it. But the pitcher was high and had a narrow neck, and no matter how he tried, the Crow could not reach the water. The poor thing felt as if he must die of thirst.Then an idea came to him. Pickin"
658885,1286291,614126,One swallow does not make a summer,792,826,,What is the moral of the story?,,"f to a clothes dealer, to whom he sold all the clothes he wore down to his very tunic.A few days later a change in weather brought a severe frost; and the poor swallow and that foolish young man in his light tunic, and with his arms and knees bare, could scarcely keep life in their shivering bodies.One swallow does not make a summer."
658886,1286206,617738,pitcher,98,105,,Where did the crow find some water in?,,"In a spell of dry weather, when the Birds could find very little to drink, a thirsty Crow found a pitcher with a little water in it. But the pitcher was high and had a narrow neck, and no matter how he tried, the Crow could not reach the water. The poor thing felt as if he must die of thirst.Then an idea came to him. Picking up some small pebbles, he dropped them into the pitcher one by one. With each "
658887,1286290,614126,It is unwise to treat old friends badly for the sake of new ones,640,704,,What is the moral of the story?,,"ut to feed, the Wild Goats scampered off to the hills.""Is that the thanks I get for feeding you and treating you so well?"" complained the Shepherd.""Do not expect us to join your flock,"" replied one of the Wild Goats. ""We know how you would treat us later on, if some strangers should come as we did.""It is unwise to treat old friends badly for the sake of new ones."
658888,1286206,617739,"pitcher was high and had a narrow neck,",141,180,,Why could the crow not reach the water?,,"In a spell of dry weather, when the Birds could find very little to drink, a thirsty Crow found a pitcher with a little water in it. But the pitcher was high and had a narrow neck, and no matter how he tried, the Crow could not reach the water. The poor thing felt as if he must die of thirst.Then an idea came to him. Picking up some small pebbles, he dropped them into the pitcher one by one. With each pebble the water rose a little higher until at last it was near enough so h"
658889,1286289,614126,Learn from my fate not to take pity on a scoundrel,453,503,,What is the moral of the story?,,"e could be, and yet he picked it up and put it in his bosom to warm it back to life.The Snake soon revived, and when it had enough strength, bit the man who had been so kind to it. The bite was deadly and the Farmer felt that he must die. As he drew his last breath, he said to those standing around:Learn from my fate not to take pity on a scoundrel."
658890,1286288,614126,Greediness leads to misfortune.,960,991,,What is the moral of the story?,,"y. He understood the situation quickly.""My friend,"" he said, ""I know what you've been doing. You've been stuffing. That's what you get. You will have to stay there till you feel just like you did when you went in. Good night, and good enough for you.""And that was all the sympathy the poor Mouse got.Greediness leads to misfortune."
658891,1286206,617740," Picking up some small pebbles, he dropped them into the pitcher one by one. With each pebble the water rose a little higher until at last it was near enough so he could drink",318,493,,How did the crow reach the water?,,"weather, when the Birds could find very little to drink, a thirsty Crow found a pitcher with a little water in it. But the pitcher was high and had a narrow neck, and no matter how he tried, the Crow could not reach the water. The poor thing felt as if he must die of thirst.Then an idea came to him. Picking up some small pebbles, he dropped them into the pitcher one by one. With each pebble the water rose a little higher until at last it was near enough so he could drink.In a pinch a good use of our wits may help us out."
658892,1286287,614126,Good will is worth nothing unless it is accompanied by good acts,387,451,,What is the moral of the story?,,"t clearing in the woods, where he lay down to wait until his strength should return. The Animals heard about the Stag's illness and came to ask after his health. Of course, they were all hungry, and helped themselves freely to the Stag's food; and as you would expect, the Stag soon starved to death.Good will is worth nothing unless it is accompanied by good acts."
658893,1286286,614126,Equals make the best friends,933,961,,What is the moral of the story?,,"ide, jolting along on three stubby legs first to this side, then to that, and bumping into each other at every step.The Earthen Pot could not survive that sort of companionship very long. They had not gone ten paces before the Earthen Pot cracked, and at the next jolt he flew into a thousand pieces.Equals make the best friends."
